EID,Xvalue,Yvalue,Zvalue,time
31,3.4919431209564213,-13.184868812561035,2.671929121017456,2017-04-30 13:43:48.445
32,4.703409194946289,-12.752715110778807,2.956839084625244,2017-04-30 13:43:48.461
33,4.11443567276001,-11.966219902038574,2.603694438934326,2017-04-30 13:43:48.466
34,2.6587610244750977,-11.198878288269043,1.6711528301239014,2017-04-30 13:43:48.475
35,1.1863269805908203,-10.214861869812012,1.522712230682373,2017-04-30 13:43:48.486
36,0.424970805644989,-8.755595207214355,1.499967336654663,2017-04-30 13:43:48.496
37,0.26815059781074524,-7.497442722320557,1.8171991109848025,2017-04-30 13:43:48.505
38,0.4345476031303406,-7.177816867828369,2.61087703704834,2017-04-30 13:43:48.515
39,0.30286651849746704,-7.581239700317383,3.5913026332855225,2017-04-30 13:43:48.525
40,0.02274491637945175,-8.315062522888184,4.651933670043945,2017-04-30 13:43:48.536
41,-0.013168109580874443,-9.010578155517578,5.543774127960205,2017-04-30 13:43:48.546
42,0.4680664241313934,-9.68694019317627,5.827486991882324,2017-04-30 13:43:48.556
43,1.0522516965866089,-10.042478561401367,5.396530628204347,2017-04-30 13:43:48.566
44,1.3646949529647827,-10.097545623779297,5.100846767425537,2017-04-30 13:43:48.576
45,1.6292542219161987,-9.929951667785645,4.389768600463866,2017-04-30 13:43:48.586
46,1.5394717454910278,-9.751583099365234,3.578134536743164,2017-04-30 13:43:48.596
47,1.4760253429412842,-9.59476375579834,2.7102363109588623,2017-04-30 13:43:48.606
48,1.6089035272598269,-9.411606788635254,2.1116859912872314,2017-04-30 13:43:48.616
49,1.820790410041809,-9.25957489013672,1.644816517829895,2017-04-30 13:43:48.626
50,1.745373010635376,-9.070432662963867,1.1851298809051514,2017-04-30 13:43:48.637
51,1.45806884765625,-8.846575736999512,0.7649474143981934,2017-04-30 13:43:48.647
52,1.273715257644653,-8.725667953491211,0.2873041927814484,2017-04-30 13:43:48.657
53,0.6763619780540466,-8.803479194641113,0.1951274424791336,2017-04-30 13:43:48.667
54,0.27413609623909,-8.802282333374023,0.2370259612798691,2017-04-30 13:43:48.690
55,0.27413609623909,-8.802282333374023,0.2370259612798691,2017-04-30 13:43:48.691
56,0.4237737059593201,-8.910021781921387,0.4357447028160095,2017-04-30 13:43:48.706
57,0.4237737059593201,-8.910021781921387,0.4357447028160095,2017-04-30 13:43:48.707
58,0.19632454216480247,-8.786720275878906,1.259350061416626,2017-04-30 13:43:48.727
59,-0.05027823522686958,-8.860940933227539,1.6340426206588743,2017-04-30 13:43:48.728
60,-0.365115761756897,-8.850166320800781,1.8100165128707888,2017-04-30 13:43:48.739
61,-0.4189853072166443,-8.78312873840332,1.9345149993896484,2017-04-30 13:43:48.751
62,-0.4153940081596375,-8.813055992126465,1.912967205047608,2017-04-30 13:43:48.762
63,-0.3603273630142212,-8.991424560546875,1.766920804977417,2017-04-30 13:43:48.766
64,-0.11971008777618407,-9.1446533203125,1.4089876413345337,2017-04-30 13:43:48.776
65,-0.12928688526153564,-9.41519832611084,0.9433154463768004,2017-04-30 13:43:48.786
66,-0.1951274424791336,-9.546878814697266,0.5446808934211731,2017-04-30 13:43:48.796
67,-0.3256114423274994,-9.65222454071045,0.1173158809542656,2017-04-30 13:43:48.806
68,-0.304063618183136,-9.725247383117676,-0.14365209639072418,2017-04-30 13:43:48.816
69,-0.10893617570400238,-9.646238327026367,-0.061052143573760986,2017-04-30 13:43:48.826
70,-0.04908113554120064,-9.569623947143556,0.2825157940387726,2017-04-30 13:43:48.836
71,-0.09696517139673233,-9.476250648498537,0.7146692276000977,2017-04-30 13:43:48.846
72,-0.2885012924671173,-9.48462963104248,1.0295066833496094,2017-04-30 13:43:48.856
73,-0.585382342338562,-9.532513618469238,1.1264718770980835,2017-04-30 13:43:48.866
74,-0.7386112213134766,-9.557653427124023,0.7565677165985107,2017-04-30 13:43:48.876
75,-0.7876923680305481,-9.53011989593506,0.005985504016280174,2017-04-30 13:43:48.888
76,-0.9684545993804932,-9.62828254699707,-0.8020575642585754,2017-04-30 13:43:48.898
77,-1.035492181777954,-9.781511306762695,-1.0366892814636228,2017-04-30 13:43:48.906
78,-1.292868971824646,-9.888052940368652,-0.6224924325942993,2017-04-30 13:43:48.916
79,-1.9955670833587649,-10.087968826293944,0.2011129409074784,2017-04-30 13:43:48.926
80,-2.557007312774658,-10.247182846069336,1.0905588865280151,2017-04-30 13:43:48.935
81,-2.6240451335906982,-10.309432983398438,1.9009962081909184,2017-04-30 13:43:48.945
82,-2.2014684677124023,-10.2962646484375,2.523488521575928,2017-04-30 13:43:48.955
83,-1.6388310194015503,-10.490194320678713,2.676717519760132,2017-04-30 13:43:48.965
84,-1.170764684677124,-10.897209167480467,2.4229321479797363,2017-04-30 13:43:48.975
85,-0.9995791912078856,-11.417947769165039,2.2469582557678223,2017-04-30 13:43:48.985
86,-0.6536170840263367,-11.828553199768065,1.4544775485992432,2017-04-30 13:43:48.995
87,-0.669179379940033,-12.154165267944336,0.6524199843406677,2017-04-30 13:43:49.005
88,-1.015141487121582,-12.463016510009766,0.4537012279033661,2017-04-30 13:43:49.015
89,-0.9684545993804932,-12.769474983215332,0.8870517015457153,2017-04-30 13:43:49.025
90,-0.9217676520347596,-13.23634433746338,1.6831238269805908,2017-04-30 13:43:49.035
91,-0.667982280254364,-13.464990615844727,2.3307554721832275,2017-04-30 13:43:49.046
92,-0.18555063009262085,-13.170503616333008,2.5965118408203125,2017-04-30 13:43:49.056
93,0.8188169598579407,-12.344504356384276,2.428917646408081,2017-04-30 13:43:49.065
94,1.4820108413696291,-11.377246856689453,2.007538080215454,2017-04-30 13:43:49.076
95,2.3965959548950195,-10.29865837097168,1.2868833541870115,2017-04-30 13:43:49.085
96,3.561375141143799,-9.48343276977539,1.3611036539077759,2017-04-30 13:43:49.096
97,4.5836992263793945,-9.044096946716307,1.7561469078063965,2017-04-30 13:43:49.106
98,5.118803024291992,-8.458714485168457,2.3702597618103027,2017-04-30 13:43:49.116
99,5.012261390686035,-7.785943984985352,2.589329242706299,2017-04-30 13:43:49.126
100,4.859032154083252,-7.351396083831787,2.6431987285614014,2017-04-30 13:43:49.142
101,4.534617900848389,-7.253233909606934,2.717418909072876,2017-04-30 13:43:49.151
102,3.6930561065673833,-7.6099700927734375,2.713827610015869,2017-04-30 13:43:49.155
103,3.0813376903533936,-7.920019149780272,2.4612393379211426,2017-04-30 13:43:49.165
104,3.0107085704803467,-7.9451584815979,2.2038626670837402,2017-04-30 13:43:49.175
105,2.273294448852539,-8.416815757751465,2.007538080215454,2017-04-30 13:43:49.185
106,1.334767460823059,-9.13387966156006,1.7345991134643557,2017-04-30 13:43:49.195
107,0.3423708379268646,-9.917980194091797,1.3766659498214722,2017-04-30 13:43:49.205
108,-0.17717093229293826,-10.382455825805664,1.5071499347686768,2017-04-30 13:43:49.216
109,-0.19871874153614044,-10.60272216796875,1.849520802497864,2017-04-30 13:43:49.225
110,-0.1999158412218094,-10.697293281555176,2.1380221843719482,2017-04-30 13:43:49.235
111,-0.2513911724090576,-10.763134002685547,2.2349872589111333,2017-04-30 13:43:49.245
112,-0.3938461840152741,-10.87446403503418,1.866280198097229,2017-04-30 13:43:49.255
113,-0.5877765417098999,-11.08635139465332,0.9792284965515136,2017-04-30 13:43:49.266
114,-0.4824316501617432,-11.025299072265623,-0.6775590777397156,2017-04-30 13:43:49.275
115,0.18315643072128296,-10.377667427062988,-1.5071499347686768,2017-04-30 13:43:49.286
116,0.7338228225708008,-9.634267807006836,-1.742978811264038,2017-04-30 13:43:49.296
117,1.3120225667953491,-8.717288017272951,-1.4628572463989258,2017-04-30 13:43:49.306
118,1.5454572439193726,-8.185775756835938,-1.05105459690094,2017-04-30 13:43:49.316
119,1.81959331035614,-8.020575523376465,-0.7038952708244324,2017-04-30 13:43:49.325
120,2.416946649551392,-8.016983985900879,-0.14484919607639313,2017-04-30 13:43:49.335
121,2.797624588012696,-7.9391727447509775,0.5351040959358215,2017-04-30 13:43:49.346
122,2.7653028964996342,-8.090007781982424,0.969651699066162,2017-04-30 13:43:49.356
123,2.5222914218902592,-8.467094421386719,1.138442873954773,2017-04-30 13:43:49.366
124,2.0015525817871094,-8.948328971862793,1.2892776727676392,2017-04-30 13:43:49.377
125,1.456871747970581,-9.222464561462402,1.2689268589019775,2017-04-30 13:43:49.387
126,0.9253589510917664,-9.412803649902344,1.1994950771331787,2017-04-30 13:43:49.396
127,0.29568392038345337,-9.494206428527832,1.1839327812194824,2017-04-30 13:43:49.406
128,0.047884032130241394,-9.460687637329102,0.9576807022094728,2017-04-30 13:43:49.416
129,-0.07661445438861847,-9.493009567260742,0.6775590777397156,2017-04-30 13:43:49.426
130,-0.152031809091568,-9.545681953430176,0.6739677786827087,2017-04-30 13:43:49.436
131,-0.2394201755523681,-9.580398559570312,0.5805938839912415,2017-04-30 13:43:49.446
132,-0.2322375625371933,-9.591172218322754,0.25498247146606445,2017-04-30 13:43:49.460
133,-0.2322375625371933,-9.591172218322754,0.25498247146606445,2017-04-30 13:43:49.460
134,-0.24660277366638186,-9.66419506072998,-0.05506663769483566,2017-04-30 13:43:49.467
135,-0.2286462634801865,-9.743204116821287,-0.26336219906806946,2017-04-30 13:43:49.476
136,-0.1735796183347702,-9.855731010437012,-0.4213795065879822,2017-04-30 13:43:49.485
137,-0.0454898327589035,-9.973047256469727,-0.5530605912208557,2017-04-30 13:43:49.495
138,0.1915361285209656,-9.974244117736816,-0.5147533416748047,2017-04-30 13:43:49.505
139,0.5793967843055725,-9.922768592834473,-0.3711012601852417,2017-04-30 13:43:49.515
140,0.7457938194274902,-9.943120002746582,-0.05027823522686958,2017-04-30 13:43:49.526
141,0.7457938194274902,-10.066421508789062,0.1041477769613266,2017-04-30 13:43:49.535
142,0.5913678407669067,-10.292673110961914,0.013168109580874443,2017-04-30 13:43:49.546
143,0.39145198464393616,-10.406397819519043,-0.3543418645858765,2017-04-30 13:43:49.555
144,0.1364694982767105,-10.465055465698242,-0.8140285611152649,2017-04-30 13:43:49.565
145,-0.2849099934101105,-10.631452560424805,-1.237802267074585,2017-04-30 13:43:49.575
146,-0.7841010689735413,-10.812214851379396,-1.3862427473068235,2017-04-30 13:43:49.586
147,-1.0989385843276978,-11.08754825592041,-1.5203180313110352,2017-04-30 13:43:49.595
148,-0.6883329749107361,-11.318588256835938,-1.599326729774475,2017-04-30 13:43:49.606
149,0.3232172429561615,-11.45864963531494,-1.380257248878479,2017-04-30 13:43:49.616
150,1.4185645580291748,-11.528080940246582,-0.9157821536064148,2017-04-30 13:43:49.626
151,1.8567034006118768,-11.75433349609375,-0.20350714027881625,2017-04-30 13:43:49.636
152,1.928529500961304,-11.86805820465088,0.4010287821292877,2017-04-30 13:43:49.646
153,2.273294448852539,-11.48259162902832,1.0271124839782717,2017-04-30 13:43:49.657
154,2.6144683361053467,-11.067197799682617,1.9249382019042969,2017-04-30 13:43:49.667
155,3.0358476638793945,-10.60032844543457,2.999934673309326,2017-04-30 13:43:49.676
156,3.124433279037476,-10.303446769714355,3.958812475204468,2017-04-30 13:43:49.686
157,2.70185661315918,-10.144232749938963,4.065354347229004,2017-04-30 13:43:49.695
158,2.0063409805297847,-9.894038200378418,3.1699230670928955,2017-04-30 13:43:49.705
159,1.3287819623947144,-9.91079807281494,2.382230758666992,2017-04-30 13:43:49.718
160,0.5279214978218079,-10.254365921020508,1.98958158493042,2017-04-30 13:43:49.726
161,-0.04908113554120064,-10.380061149597168,2.075772762298584,2017-04-30 13:43:49.755
162,0.152031809091568,-10.157401084899902,2.33913516998291,2017-04-30 13:43:49.755
163,0.7697358727455139,-9.599552154541016,2.6420016288757324,2017-04-30 13:43:49.755
164,1.2689268589019775,-8.980650901794434,2.806004285812378,2017-04-30 13:43:49.767
165,1.2054805755615234,-8.29590892791748,3.059789657592773,2017-04-30 13:43:49.775
166,0.9241618514060974,-7.7763671875,3.0873231887817383,2017-04-30 13:43:49.785
167,0.7673416733741759,-7.759607791900635,3.160346269607544,2017-04-30 13:43:49.795
168,0.6811503767967224,-7.995436668395996,3.362656354904175,2017-04-30 13:43:49.805
169,0.6619967818260193,-8.398859977722168,3.28963303565979,2017-04-30 13:43:49.815
170,0.6799532771110535,-8.850166320800781,3.21062445640564,2017-04-30 13:43:49.825
171,0.6524199843406677,-9.163806915283203,3.2345664501190186,2017-04-30 13:43:49.835
172,0.7218518257141113,-9.548076629638672,3.202244758605957,2017-04-30 13:43:49.846
173,0.872686505317688,-9.949105262756348,3.1687259674072266,2017-04-30 13:43:49.856
174,0.9433154463768004,-10.228029251098633,3.069366693496704,2017-04-30 13:43:49.866
175,0.6979097723960876,-10.313023567199707,2.6420016288757324,2017-04-30 13:43:49.876
176,0.6859387755393982,-10.24000072479248,2.0626046657562256,2017-04-30 13:43:49.887
177,0.6643909811973572,-10.256759643554688,1.5909470319747925,2017-04-30 13:43:49.896
178,0.7074866294860841,-10.293869972229004,1.2653355598449707,2017-04-30 13:43:49.906
179,0.6883329749107361,-10.383652687072754,0.8942343592643738,2017-04-30 13:43:49.916
180,0.44532153010368347,-10.346542358398438,0.606930136680603,2017-04-30 13:43:49.926
181,0.1651999205350876,-10.18134307861328,0.5315127968788147,2017-04-30 13:43:49.935
182,-0.2645592987537384,-9.907206535339355,0.706289529800415,2017-04-30 13:43:49.945
183,-0.7709329724311829,-9.71926212310791,0.7110779285430908,2017-04-30 13:43:49.955
184,-0.9504981040954592,-9.615114212036133,0.9421183466911316,2017-04-30 13:43:49.967
185,-0.930147349834442,-9.485827445983887,1.2545616626739502,2017-04-30 13:43:49.976
186,-0.6715735793113708,-9.327810287475586,1.7609353065490725,2017-04-30 13:43:49.986
187,-0.21188685297966006,-9.173383712768556,2.218227863311768,2017-04-30 13:43:49.996
188,0.15801730751991272,-9.20211410522461,2.3726539611816406,2017-04-30 13:43:50.006
189,0.4094084799289704,-9.337387084960938,2.2122423648834237,2017-04-30 13:43:50.016
190,0.7386112213134766,-9.398438453674316,1.8782511949539185,2017-04-30 13:43:50.026
191,0.8942343592643738,-9.442731857299805,1.5286977291107178,2017-04-30 13:43:50.036
192,0.7565677165985107,-9.498994827270508,0.9708487987518308,2017-04-30 13:43:50.045
193,0.5291185975074768,-9.545681953430176,0.4034229815006256,2017-04-30 13:43:50.056
194,0.17238251864910126,-9.637859344482422,0.07182604819536209,2017-04-30 13:43:50.065
195,-0.0933738648891449,-9.708487510681152,0.07900865375995636,2017-04-30 13:43:50.076
196,-0.2454056739807129,-9.873687744140623,0.2932897210121155,2017-04-30 13:43:50.085
197,-0.24420857429504395,-10.073603630065918,0.7960720658302307,2017-04-30 13:43:50.096
198,-0.1867477297782898,-10.273519515991213,1.50355863571167,2017-04-30 13:43:50.105
199,-0.11611878126859665,-10.38963794708252,2.3511061668396,2017-04-30 13:43:50.116
200,0.06464344263076782,-10.413579940795898,2.788047790527344,2017-04-30 13:43:50.126
201,0.19871874153614044,-10.376470565795898,2.7772738933563232,2017-04-30 13:43:50.135
202,0.16400282084941864,-10.496180534362793,2.4181437492370605,2017-04-30 13:43:50.146
203,0.2059013396501541,-10.54645824432373,1.89979898929596,2017-04-30 13:43:50.156
204,0.16879121959209442,-10.433931350708008,1.4185645580291748,2017-04-30 13:43:50.166
205,0.029927521944046017,-10.24000072479248,1.0462661981582642,2017-04-30 13:43:50.176
206,-0.181959331035614,-10.065223693847656,0.9277531504631042,2017-04-30 13:43:50.185
207,-0.4165911078453064,-9.872490882873537,1.0534487962722778,2017-04-30 13:43:50.196
208,-0.3986345827579498,-9.678560256958008,1.3036428689956665,2017-04-30 13:43:50.207
209,-0.3603273630142212,-9.355342864990234,1.7082629203796391,2017-04-30 13:43:50.215
210,-0.1759738177061081,-9.097966194152832,2.0231003761291504,2017-04-30 13:43:50.227
211,0.062249243259429925,-8.945934295654297,2.360682964324951,2017-04-30 13:43:50.236
212,0.5530605912208557,-8.889671325683594,2.609679937362671,2017-04-30 13:43:50.246
213,0.828393816947937,-8.951920509338379,2.7281928062438965,2017-04-30 13:43:50.256
214,0.9133879542350768,-9.151836395263672,2.6132712364196777,2017-04-30 13:43:50.266
215,0.7864952683448792,-9.277531623840332,2.494758129119873,2017-04-30 13:43:50.276
216,0.5793967843055725,-9.309853553771973,2.4049756526947017,2017-04-30 13:43:50.286
217,0.43095630407333374,-9.228450775146484,2.185906171798706,2017-04-30 13:43:50.296
218,0.545877993106842,-9.229647636413574,1.723825216293335,2017-04-30 13:43:50.306
219,0.52552729845047,-9.170989990234377,1.4508862495422363,2017-04-30 13:43:50.317
220,0.5123591423034668,-9.305065155029297,1.4736311435699463,2017-04-30 13:43:50.327
221,0.4944026470184326,-9.412803649902344,1.678335428237915,2017-04-30 13:43:50.338
222,0.4728548228740692,-9.575610160827637,1.823184609413147,2017-04-30 13:43:50.346
223,0.4788403511047363,-9.636661529541016,1.9333178997039795,2017-04-30 13:43:50.356
224,0.4776432514190674,-9.611522674560547,1.9596540927886963,2017-04-30 13:43:50.366
225,0.3220201432704925,-9.86770248413086,1.8698714971542358,2017-04-30 13:43:50.376
226,0.2214636504650116,-9.91079807281494,1.436521053314209,2017-04-30 13:43:50.387
227,0.19033902883529666,-9.771934509277344,1.459265947341919,2017-04-30 13:43:50.396
228,0.25498247146606445,-9.74679470062256,1.5658079385757446,2017-04-30 13:43:50.406
229,0.5111620426177979,-9.700108528137207,1.7741034030914309,2017-04-30 13:43:50.415
230,0.6859387755393982,-9.684545516967773,1.838746905326844,2017-04-30 13:43:50.426
231,0.8259995579719543,-9.649829864501953,1.9201498031616209,2017-04-30 13:43:50.436
232,0.8020575642585754,-9.733627319335938,2.1260511875152592,2017-04-30 13:43:50.446
233,0.6655880808830261,-9.904812812805176,2.0470423698425293,2017-04-30 13:43:50.455
234,0.484825849533081,-10.01494598388672,1.8626888990402224,2017-04-30 13:43:50.465
235,0.1256955862045288,-10.102334022521973,1.5921441316604614,2017-04-30 13:43:50.475
236,-0.019153613597154617,-10.279504776000977,1.4688427448272705,2017-04-30 13:43:50.485
237,-0.23104046285152435,-10.17416000366211,1.4257471561431885,2017-04-30 13:43:50.495
238,-0.13527239859104154,-10.085575103759766,1.4891934394836426,2017-04-30 13:43:50.506
239,-0.181959331035614,-10.010157585144043,1.6675615310668943,2017-04-30 13:43:50.516
240,-0.15322890877723694,-10.24239444732666,1.844732403755188,2017-04-30 13:43:50.526
241,-0.2849099934101105,-10.467450141906738,1.945288896560669,2017-04-30 13:43:50.536
242,-0.4141969084739685,-10.32260036468506,1.7549498081207275,2017-04-30 13:43:50.546
243,-0.8595184087753296,-10.17176628112793,1.5095441341400146,2017-04-30 13:43:50.556
244,-0.4764461517333984,-10.02811336517334,1.216254472732544,2017-04-30 13:43:50.566
245,-0.7733271718025208,-10.036493301391602,1.0067617893218994,2017-04-30 13:43:50.576
246,-1.3467384576797483,-9.90122127532959,0.8667010068893433,2017-04-30 13:43:50.587
247,-0.7026981711387634,-9.51695156097412,0.5901707410812378,2017-04-30 13:43:50.596
248,-0.35913026332855225,-9.621099472045898,0.7098808288574219,2017-04-30 13:43:50.606
249,-0.4537012279033661,-9.882067680358887,0.7936778664588928,2017-04-30 13:43:50.615
250,0.1472434103488922,-9.53011989593506,0.9433154463768004,2017-04-30 13:43:50.626
251,0.3423708379268646,-9.397241592407227,1.316810965538025,2017-04-30 13:43:50.636
252,0.6093243360519409,-9.369708061218262,1.4664485454559326,2017-04-30 13:43:50.646
253,0.7158663272857666,-9.34816074371338,1.5538369417190552,2017-04-30 13:43:50.656
254,0.6488286852836609,-9.370905876159668,1.6328455209732056,2017-04-30 13:43:50.666
255,0.8583213090896606,-9.376891136169434,1.7082629203796391,2017-04-30 13:43:50.676
256,0.7841010689735413,-9.53849983215332,1.701080322265625,2017-04-30 13:43:50.686
257,0.8523358106613159,-9.527725219726562,1.766920804977417,2017-04-30 13:43:50.695
258,0.768538773059845,-9.45111083984375,1.7884687185287476,2017-04-30 13:43:50.706
259,0.7469909191131592,-9.390059471130373,1.746570110321045,2017-04-30 13:43:50.715
260,0.6979097723960876,-9.41400146484375,1.823184609413147,2017-04-30 13:43:50.726
261,0.8391677141189575,-9.53849983215332,1.8818424940109253,2017-04-30 13:43:50.735
262,0.9588778018951416,-9.736021041870117,2.011129379272461,2017-04-30 13:43:50.746
263,1.1025298833847046,-9.764751434326172,2.0614075660705566,2017-04-30 13:43:50.755
264,1.195903778076172,-9.627084732055664,2.1320366859436035,2017-04-30 13:43:50.765
265,1.2832920551300049,-9.519346237182617,2.233790159225464,2017-04-30 13:43:50.775
266,1.40180504322052,-9.406818389892578,2.3786394596099854,2017-04-30 13:43:50.785
267,1.6831238269805908,-9.458293914794922,2.495955228805542,2017-04-30 13:43:50.795
268,1.8674772977828984,-9.491812705993652,2.473210334777832,2017-04-30 13:43:50.805
269,1.9009962081909184,-9.349357604980467,2.4396915435791016,2017-04-30 13:43:50.816
270,1.745373010635376,-9.114726066589355,2.286462545394897,2017-04-30 13:43:50.825
271,1.5131354331970217,-8.740033149719237,2.190694570541382,2017-04-30 13:43:50.835
272,1.3682862520217896,-8.305485725402832,2.2625205516815186,2017-04-30 13:43:50.845
273,1.337161660194397,-7.914033889770508,2.4361002445220947,2017-04-30 13:43:50.855
274,1.256955862045288,-7.709329605102539,2.760514497756958,2017-04-30 13:43:50.865
275,1.359906554222107,-7.703343868255615,2.9915549755096436,2017-04-30 13:43:50.875
276,1.543063044548035,-7.890091896057129,3.147178173065185,2017-04-30 13:43:50.885
277,1.8507179021835327,-8.259995460510254,3.2261867523193364,2017-04-30 13:43:50.895
278,2.10210919380188,-8.78193187713623,3.227383852005005,2017-04-30 13:43:50.907
279,2.3307554721832275,-9.329007148742676,3.137601375579834,2017-04-30 13:43:50.916
280,2.401384353637696,-9.838972091674805,2.9508535861968994,2017-04-30 13:43:50.926
281,2.385822057723999,-10.108319282531738,2.736572504043579,2017-04-30 13:43:50.936
282,2.3127987384796143,-10.339360237121582,2.6575639247894287,2017-04-30 13:43:50.946
283,2.401384353637696,-10.463858604431152,2.7042508125305176,2017-04-30 13:43:50.956
284,2.49834942817688,-10.393229484558104,2.8754363059997563,2017-04-30 13:43:50.966
285,2.476801633834839,-10.14902114868164,3.114856481552124,2017-04-30 13:43:50.977
286,2.3750481605529785,-10.00177764892578,3.3482911586761475,2017-04-30 13:43:50.986
287,2.2804770469665527,-10.08437728881836,3.3195607662200928,2017-04-30 13:43:50.996
288,2.1787235736846924,-10.24119758605957,3.1076738834381104,2017-04-30 13:43:51.009
289,2.121262788772583,-10.321403503417967,2.940079689025879,2017-04-30 13:43:51.016
290,1.8315643072128296,-10.430339813232422,2.93888258934021,2017-04-30 13:43:51.025
291,1.6328455209732056,-10.255562782287598,3.0921115875244136,2017-04-30 13:43:51.035
292,1.3012486696243286,-9.932345390319824,3.308786630630493,2017-04-30 13:43:51.045
293,1.1264718770980835,-9.50617790222168,3.578134536743164,2017-04-30 13:43:51.055
294,1.1659762859344482,-9.044096946716307,3.7624878883361816,2017-04-30 13:43:51.065
295,1.3479355573654177,-8.815450668334961,3.6200330257415767,2017-04-30 13:43:51.075
296,1.6831238269805908,-8.902838706970215,3.313575267791748,2017-04-30 13:43:51.085
297,2.0877439975738525,-9.123106002807617,3.0573954582214355,2017-04-30 13:43:51.095
298,2.256535053253174,-9.41639518737793,3.005920171737672,2017-04-30 13:43:51.105
299,2.28287124633789,-9.63187313079834,3.059789657592773,2017-04-30 13:43:51.115
300,2.1595699787139893,-9.640253067016602,2.9065608978271484,2017-04-30 13:43:51.126
301,2.0350713729858403,-9.385271072387695,2.675520420074463,2017-04-30 13:43:51.135
302,1.7501614093780518,-9.173383712768556,2.4552538394927983,2017-04-30 13:43:51.146
303,1.4700398445129397,-8.980650901794434,2.3032219409942627,2017-04-30 13:43:51.156
304,1.016338586807251,-8.989029884338379,2.0446481704711914,2017-04-30 13:43:51.165
305,0.5207388401031494,-9.057265281677246,1.6484078168869019,2017-04-30 13:43:51.176
306,0.08978256583213806,-9.148244857788086,1.0690110921859741,2017-04-30 13:43:51.185
307,-0.3064578175544739,-9.159018516540527,0.5698199868202211,2017-04-30 13:43:51.196
308,-0.9038111567497252,-9.318233489990234,0.21188685297966006,2017-04-30 13:43:51.206
309,-1.1109095811843872,-9.50737476348877,-0.1496376097202301,2017-04-30 13:43:51.216
310,-1.2533645629882812,-9.625887870788574,-0.06344634294509888,2017-04-30 13:43:51.226
311,-0.889445960521698,-9.714473724365234,0.22266076505184174,2017-04-30 13:43:51.236
312,-0.304063618183136,-9.771934509277344,0.4656722247600555,2017-04-30 13:43:51.246
313,0.1388636976480484,-9.856928825378418,0.7912836670875549,2017-04-30 13:43:51.256
314,0.5111620426177979,-9.956287384033203,1.260547161102295,2017-04-30 13:43:51.266
315,1.0989385843276978,-10.170568466186523,1.5741876363754272,2017-04-30 13:43:51.277
316,2.1128830909729004,-10.101137161254883,1.7824832201004028,2017-04-30 13:43:51.287
